,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
268,@CNN,Sat May 23 13:36:49 +0000 2020,CNN’s @smerconish: “What are the consequences of [Elon] Musk straddling the political fence? Maybe that my new car… https://t.co/p2cQp6H7SB,0.0,0.0,1.0,0.0,69
269,@CNN,Sat May 23 13:30:10 +0000 2020,.@FareedZakaria investigates China and Covid-19. Discover what he learned in the new CNN Special Report – China’s D… https://t.co/KEYF97mtOI,0.4019,0.13,0.87,0.0,70
270,@CNN,Sat May 23 13:24:42 +0000 2020,"“He’s shooting himself in his own foot,” political science and law professor Richard Hasen says about Pres. Trump’s… https://t.co/Qv0g8lPbvk",0.0,0.0,1.0,0.0,71
271,@CNN,Sat May 23 13:12:09 +0000 2020,Studies show that there is no evidence that mail-in voting gives any party an edge — and it could even increase vot… https://t.co/UBxRpgoB3J,0.4215,0.184,0.735,0.081,72
272,@CNN,Sat May 23 13:02:07 +0000 2020,Your Memorial Day barbecue will look different this year. Here's how to make the most of it — and stay safe while y… https://t.co/FJSq0ontsy,0.4404,0.112,0.888,0.0,73
273,@CNN,Sat May 23 12:44:02 +0000 2020,Millions of cicadas are expected to emerge this year after 17 years underground https://t.co/S9UaaQ7YwN https://t.co/jKPbk7iYK8,0.0,0.0,1.0,0.0,74
274,@CNN,Sat May 23 12:29:01 +0000 2020,"A hairstylist worked while symptomatic and exposed 91 people to coronavirus, according to health officials. https://t.co/OACQ5Yvlhs",-0.0772,0.0,0.92,0.08,75
275,@CNN,Sat May 23 12:01:07 +0000 2020,"Growing evidence suggests that Covid-19 infection, like with other illnesses, is related to prolonged time exposed… https://t.co/CUYUaq5bQW",0.0,0.196,0.654,0.15,76
276,@CNN,Sat May 23 11:31:02 +0000 2020,Johnson &amp; Johnson is abandoning a product that it may be most identified with and has been selling for more than 10… https://t.co/EsACbRa0oC,-0.3818,0.0,0.894,0.106,77
277,@CNN,Sat May 23 11:15:05 +0000 2020,"We want to help you discover your lost WWII family history. To commemorate the 75th anniversary of the end of WWII,… https://t.co/UtC9qIfFiW",0.1779,0.158,0.751,0.091,78
278,@CNN,Sat May 23 11:01:07 +0000 2020,"It is becoming increasingly evident that hurricanes, typhoons, and tropical cyclones worldwide are becoming stronge… https://t.co/gnWjqI2jhJ",0.0,0.0,1.0,0.0,79
279,@CNN,Sat May 23 10:31:04 +0000 2020,Green snow created by blooming algae in the Antarctic Peninsula is likely to spread as temperatures increase as a r… https://t.co/1eeJZCppnf,0.5106,0.185,0.815,0.0,80
280,@CNN,Sat May 23 10:01:03 +0000 2020,"""My dream is to meet every kid in the entire world and give them art."" This girl has sent over 1,500 children in ho… https://t.co/iuUlp44ed3",0.25,0.077,0.923,0.0,81
281,@CNN,Sat May 23 09:31:07 +0000 2020,"This man thought his pet donkey would not remember him after he had been under quarantine, but the beloved animal g… https://t.co/b6vjRsft6W",0.6652,0.175,0.825,0.0,82
282,@CNN,Sat May 23 09:01:03 +0000 2020,"Dr. James ""Charlie"" Mahoney, a doctor who died while on the front line of the fight against coronavirus, had been a… https://t.co/peMDkQfPeP",-0.7351,0.0,0.763,0.237,83
283,@CNN,Sat May 23 08:31:07 +0000 2020,"Scientists have created a mouse embryo that's part human — 4% to be exact.

This human-mouse chimera has by far the… https://t.co/TGBFcdgRpv",0.25,0.087,0.913,0.0,84
284,@CNN,Sat May 23 08:01:05 +0000 2020,"An 8-year-old therapy dog named Moose is officially a very good boy, after he was awarded an honorary doctorate in… https://t.co/tgPDX3J32O",0.807,0.315,0.685,0.0,85
285,@CNN,Sat May 23 07:46:00 +0000 2020,Think you're a seasoned globetrotter? Put your knowledge to the test in this quiz https://t.co/BDXmCxIfkB https://t.co/zb5ED1UO4C,0.0,0.0,1.0,0.0,86
286,@CNN,Sat May 23 07:31:03 +0000 2020,Astronomers believe they have observed the first direct evidence of planet birth in a young star system 520 light-y… https://t.co/xE1n6pI119,0.0,0.0,1.0,0.0,87
287,@CNN,Sat May 23 07:13:49 +0000 2020,This family discovered two bags containing nearly $1 million in cash while on an afternoon drive… https://t.co/QcghH1wH2V,0.0,0.0,1.0,0.0,88
288,@CNN,Sat May 23 07:01:07 +0000 2020,"Coronavirus testing in the United States is disorganized and needs coordination at the national level, infectious d… https://t.co/2NQGUtGdOm",0.1531,0.133,0.762,0.105,89
289,@CNN,Sat May 23 06:51:09 +0000 2020,"A giant wave has appeared on the LED façade of South Korea's biggest digital billboard, located in Seoul's Gangnam… https://t.co/XEYJJLIWfS",0.0,0.0,1.0,0.0,90
290,@CNN,Sat May 23 06:51:09 +0000 2020,This family got a rare surprise when their pregnant cat gave birth: a kitty with two faces https://t.co/idjx9SZdvt https://t.co/odCBv4i54y,0.2732,0.104,0.896,0.0,91
291,@CNN,Sat May 23 06:46:03 +0000 2020,"When Eric Yuan founded Zoom, he set out to create a 'frictionless' video conferencing app to be used by businesses.… https://t.co/IoKWKMuung",0.2732,0.095,0.905,0.0,92
292,@CNN,Sat May 23 06:31:02 +0000 2020,New Zealand's Jacinda Ardern has floated the idea of a four-day working week to help the economy in the wake of the… https://t.co/b2dFt58rA1,0.4019,0.109,0.891,0.0,93
293,@CNN,Sat May 23 06:16:00 +0000 2020,"Hertz has filed for bankruptcy — the latest victim of the economic downturn amid Covid-19.

The company has been re… https://t.co/AIN7vtB4Kw",-0.2732,0.0,0.905,0.095,94
294,@CNN,Sat May 23 06:04:12 +0000 2020,This extreme parkour team likes to leap between skyscrapers and launch themselves off cliffs https://t.co/YBGyGyeRw3 https://t.co/zFIX0Lqtdd,0.4703,0.17,0.83,0.0,95
295,@CNN,Sat May 23 06:01:01 +0000 2020,"NBA legend Magic Johnson has announced that EquiTrust Life Insurance Co., of which the Hall of Famer owns a majorit… https://t.co/BvPFHBO1i9",0.0,0.0,1.0,0.0,96
296,@CNN,Sat May 23 05:46:03 +0000 2020,The UK's Prince Charles has called on students and furloughed workers to pick fruit and vegetables to plug shortage… https://t.co/xYfVaOmeYJ,0.0,0.0,1.0,0.0,97
297,@CNN,Sat May 23 05:31:05 +0000 2020,Another heir of Walt Disney is publicly expressing disgust with the company his grandfather founded for furloughing… https://t.co/Wlru8QAqqJ,-0.5994,0.0,0.813,0.187,98
298,@CNN,Sat May 23 05:16:05 +0000 2020,"Nursing homes have no claim to their residents' stimulus checks, but that hasn't stopped some facilities from tryin… https://t.co/TeeVB2d726",0.1025,0.097,0.825,0.078,99
299,@CNN,Sat May 23 05:14:02 +0000 2020,"""To use the 'freedom of religion' argument to demand carte blanche to demand the opening of religious venues is to… https://t.co/cAioOluaKX",0.1779,0.157,0.637,0.206,100
300,@Fox,Sat May 23 07:59:01 +0000 2020,"@conniechiiiwa thank you! I guess there’s a part in homesickness that feels nice? I know the vibe though, I get the… https://t.co/cGF89wuokw",0.4199,0.204,0.694,0.102,1
301,@Fox,Sat May 23 06:33:43 +0000 2020,@LukesBeard is there a way to share your Exposure story in an Instagram story? (so many stories) it would be dope i… https://t.co/rz7ZOA5fPz,0.296,0.091,0.909,0.0,2
302,@Fox,Sat May 23 06:28:27 +0000 2020,Each time I sit down to do something about my 4 year photo backlog I get SO overwhelmed for multiple reasons (bad f… https://t.co/MX2iU5AwyB,-0.2424,0.09,0.785,0.125,3
303,@Fox,Sat May 23 02:45:20 +0000 2020,"@ktzhu you put whatever you want in your wine, girl! ✨",0.4389,0.302,0.698,0.0,4
304,@Fox,Sat May 23 02:39:22 +0000 2020,"@ktzhu I reckon ice is essential especially for sweet wines, like Japanese plum wine 🍷",0.6983,0.292,0.708,0.0,5
305,@Fox,Fri May 22 23:58:29 +0000 2020,you lost me at hi guys,-0.3182,0.0,0.685,0.315,6
306,@Fox,Fri May 22 02:47:32 +0000 2020,@callmevlad i chuckle at every single one of the troll tweets,0.4019,0.213,0.787,0.0,7
307,@Fox,Fri May 22 02:43:47 +0000 2020,"I see many people in development paying very little attention to HTML for different reasons (fake inferiority, ”it’… https://t.co/nl94LdezGt",-0.6369,0.0,0.766,0.234,8
308,@Fox,Fri May 22 02:42:03 +0000 2020,"💡here’s another reason to care about HTML: monitoring &amp; testing tools.

any tool crawling the DOM is likely to fail… https://t.co/VtxKShv1sT",0.4939,0.132,0.868,0.0,9
309,@Fox,Fri May 22 02:08:38 +0000 2020,@buzzusborne faving this for my next existential ”am I any good??” crisis. 😭❤️,-0.8205,0.0,0.665,0.335,10
310,@Fox,Fri May 22 02:08:05 +0000 2020,@riblah that is true. I too have been people who were pretending to be helpful but just wanted to advance themselve… https://t.co/1egNAUE9ck,0.4588,0.208,0.792,0.0,11
311,@Fox,Fri May 22 00:57:41 +0000 2020,"Currently, I’m grateful for working with design-savvy &amp; product-oriented people, which drastically improved my desi… https://t.co/lhemsclD0u",0.7269,0.303,0.697,0.0,12
312,@Fox,Fri May 22 00:55:59 +0000 2020,"I never had professional mentorship IN MY CAREER. I rarely had managers. If I did, they did the bare minimum or wer… https://t.co/vbhZddRlGh",0.0,0.0,1.0,0.0,13
313,@Fox,Fri May 22 00:37:03 +0000 2020,"⚡️I haven’t written an article about web performance in ~month, which means it’s time for another one!

coming soon… https://t.co/wqmzrP3pR3",0.0,0.0,1.0,0.0,14
314,@Fox,Thu May 21 23:49:56 +0000 2020,"@rauchg if you liked this, you will enjoy this netflix case study I featured a while back in @perfemail. it covers… https://t.co/ZvdVDRohRW",0.7184,0.231,0.769,0.0,15
315,@Fox,Thu May 21 03:46:26 +0000 2020,@ow what is happening with these icons though,0.0,0.0,1.0,0.0,16
316,@Fox,Thu May 21 00:10:26 +0000 2020,"why bother working on a reasonable verification system if you can make people fight for checkmarks

https://t.co/BYV0rjWb8N",-0.6124,0.0,0.75,0.25,17
317,@Fox,Wed May 20 23:03:49 +0000 2020,@meyerweb prime assholery,0.0,0.0,1.0,0.0,18
318,@Fox,Wed May 20 22:57:37 +0000 2020,"you will never verify me, you cowards

https://t.co/3uT26tY9Ow",0.0,0.0,1.0,0.0,19
319,@Fox,Wed May 20 22:57:00 +0000 2020,"RT @JillWetzler: Ahahahaha what a witty and clever joke about a tremendously biased and neglected feature that has been ""on hold"" for liter…",-0.216,0.172,0.628,0.2,20
320,@Fox,Wed May 20 04:18:46 +0000 2020,"me: *asks a question*

@AWSSupport:

@AWSSupport: if you’d like support that will be 3% of your bill

me: fine, *pa… https://t.co/bihzAynjJ3",0.7184,0.28,0.72,0.0,21
321,@Fox,Wed May 20 04:09:25 +0000 2020,"The worst support I have ever seen in my career is hands-down @AWSSupport @awscloud. 

Endless questions unanswered… https://t.co/gnrEN4EY1j",-0.34,0.118,0.702,0.18,22
322,@Fox,Wed May 20 02:04:56 +0000 2020,"In March, there were a lot of predictions on how the global crisis is going to hit tech companies. 

Some are true… https://t.co/QRwG0sHVY7",-0.6249,0.0,0.843,0.157,23
323,@Fox,Wed May 20 01:52:56 +0000 2020,@dan_abramov masculinity stereotyping.,0.0,0.0,1.0,0.0,24
324,@Fox,Wed May 20 00:21:59 +0000 2020,"”I didn’t develop any enviable habits, and I’m more than OK with that. It’s an achievement to have rejected the pro… https://t.co/r2eJDsODr9",-0.0229,0.121,0.754,0.124,25
325,@Fox,Tue May 19 04:25:36 +0000 2020,"A really good analysis of the Australian COVIDSafe app from both privacy and security standpoints. 👇🏻

https://t.co/u3dOlHhDdp",0.6801,0.21,0.79,0.0,26
326,@Fox,Tue May 19 00:40:00 +0000 2020,"RT @mjmichellekim: Fortune 500 CEOs
- 37 women, 34 of them white
- 3 women of color, all Asians (Indian, Taiwanese, Chinese)
- 0 Black wome…",0.0,0.0,1.0,0.0,27
327,@Fox,Mon May 18 06:56:09 +0000 2020,"RT @perfemail: Performance Newsletter №49—track Web Vitals by @igrigorik, see JS framework impact by @tkadlec, learn if Chrome will block y…",-0.2023,0.088,0.792,0.121,28
328,@Fox,Mon May 18 06:28:22 +0000 2020,RT @drthema: Insecurity and imposter syndrome can create constant anxiety. Let’s breathe and give ourselves permission to release. It’s not…,-0.34,0.089,0.72,0.191,29
329,@Fox,Mon May 18 06:13:28 +0000 2020,@jstn porn,0.0,0.0,1.0,0.0,30
330,@Fox,Mon May 18 00:57:29 +0000 2020,@pjrvs *insert existential crisis*,-0.6249,0.0,0.423,0.577,31
331,@Fox,Mon May 18 00:44:22 +0000 2020,"@ow @pjrvs hahahaah it me 😂 

the problem I currently have is that the last redesign was when I still was looking f… https://t.co/rwfgE0HPIx",0.0516,0.114,0.749,0.138,32
332,@Fox,Mon May 18 00:38:59 +0000 2020,@pjrvs nearly every day i want to blog again but then I look at my website and want to redesign it and we both know how that goes,0.1531,0.091,0.909,0.0,33
333,@Fox,Sun May 17 04:40:37 +0000 2020,@jongold i thought any time was suitable for good ol shitpost?!,0.4926,0.242,0.758,0.0,34
334,@Fox,Sun May 17 01:04:40 +0000 2020,"@makenosound yeah, how could that go wrong, I really can’t tell lmao",0.5046,0.345,0.487,0.168,35
335,@Fox,Sun May 17 01:04:01 +0000 2020,there’s never anything good hiding under “show more replies” on the bird website. never.,-0.1326,0.116,0.736,0.148,36
336,@Fox,Sun May 17 00:36:44 +0000 2020,"If that’s the condition for going to restaurants and bars, I won’t be going. Still, can get takeaway without sacrif… https://t.co/lhb9u9YIG4",0.0,0.0,1.0,0.0,37
337,@Fox,Sun May 17 00:36:44 +0000 2020,Who manages this data? How long do they have it for? How many people at a given place have my data? There are no re… https://t.co/3adivIh0M2,-0.4098,0.0,0.901,0.099,38
338,@Fox,Sun May 17 00:36:44 +0000 2020,"Victoria announced lifting of restrictions and closures for hospitality venues, which is great.

What’s not great i… https://t.co/hmzqfYA4Uj",0.2037,0.175,0.684,0.141,39
339,@Fox,Sat May 16 01:54:19 +0000 2020,"RT @SarahMoran: If you have a job, stand in solidarity with those who don’t.

💔 594,300 Aussie jobs gone
💔 underemployment up 4.9% to 13.7%…",-0.6124,0.068,0.741,0.191,40
340,@Fox,Fri May 15 23:35:19 +0000 2020,"fb ruining gifs and expanding its tentacles, again

https://t.co/LpP8w4Ls4K",-0.25,0.0,0.8,0.2,41
341,@Fox,Fri May 15 10:54:01 +0000 2020,@benschwarz @MelissaKaulfuss here it is; ask me anything you want to know :) https://t.co/55HQrCEKeO,0.5106,0.264,0.736,0.0,42
342,@Fox,Fri May 15 09:56:27 +0000 2020,@dotmariusz woah. we have 15-25 cases a day for the whole country and only now some of the restaurants in some stat… https://t.co/IMqs2bIs93,0.0,0.0,1.0,0.0,43
343,@Fox,Fri May 15 04:38:02 +0000 2020,@alexgoffey aaahhh 🤤 I have been wondering if I should buy their book. their cakes are the best (and the most luxurious 😂),0.7964,0.229,0.716,0.054,44
344,@Fox,Fri May 15 02:40:18 +0000 2020,@eleanorkh and fashionable,0.0,0.0,1.0,0.0,45
345,@Fox,Fri May 15 01:53:42 +0000 2020,"I had a responsible, socially distanced coffee walk with a friend today (👋🏻 @eleanorkh). First time in two months.… https://t.co/iiqOLRkRMq",0.8271,0.283,0.717,0.0,46
346,@Fox,Fri May 15 00:33:28 +0000 2020,@csswizardry https://t.co/o4a1RleD2N,0.0,0.0,1.0,0.0,47
347,@Fox,Fri May 15 00:10:03 +0000 2020,"RT @humanworkplace: Your job title does not define you

Your salary does not define you

You are righteous with or without a job

Don’t let…",0.0,0.0,1.0,0.0,48
348,@Fox,Thu May 14 08:57:15 +0000 2020,@glenmaddern singapore?? 🙃,0.0,0.0,1.0,0.0,49
349,@Fox,Thu May 14 02:37:36 +0000 2020,we’ve been quietly testing @____lighthouse 6 beta for a few months and will be running the stable version right aft… https://t.co/nn8gC3xuzj,0.296,0.099,0.901,0.0,50
350,@Fox,Thu May 14 01:34:52 +0000 2020,"RT @venikunche: white women != diversity

Having just white women does not make your team or your event diverse.",0.0,0.0,1.0,0.0,51
351,@Fox,Wed May 13 06:12:46 +0000 2020,"@the_patima but, tbh, I am sick of those debates who’s real or not. they’re all gatekeeping people (usually minorit… https://t.co/ge18a8SEuP",-0.6652,0.0,0.81,0.19,52
352,@Fox,Wed May 13 06:09:06 +0000 2020,"@the_patima internally: never. your designer perfectionism and impostor syndrome won’t let u.
externally: never. th… https://t.co/5gi4de60QI",-0.2411,0.0,0.884,0.116,53
353,@Fox,Wed May 13 06:04:33 +0000 2020,"everything about this is golden.

https://t.co/WHoNBbEnS6",0.0,0.0,1.0,0.0,54
354,@Fox,Wed May 13 02:38:02 +0000 2020,"the obsession with tooling (incl. frameworks) is deeply rooted in tech. 

it’s also constantly weaponised to talk p… https://t.co/boCYtXGtJT",-0.34,0.0,0.882,0.118,55
355,@Fox,Wed May 13 02:36:48 +0000 2020,"@NatDudley omgmgmgmgmgmg yes!! i still remember when i went to see nanette at MICF; one of my first, and the best e… https://t.co/KNWtuMNvak",0.8168,0.263,0.737,0.0,56
356,@Fox,Wed May 13 02:25:54 +0000 2020,"I want @ArtifactUprsng, but in Australia. Are there really no high quality, decently priced photo+framing services here? 😭",-0.8042,0.045,0.666,0.289,57
357,@Fox,Tue May 12 06:54:13 +0000 2020,@benschwarz @glenmaddern i recommend never reading your mentions. works a treat!,0.6696,0.379,0.621,0.0,58
358,@Fox,Mon May 11 09:42:41 +0000 2020,"RT @karenkho: Economics says the best gifts for moms are:
-paid parental leave
-affordable child care
-men doing much more housework and pa…",0.802,0.259,0.699,0.042,59
359,@Fox,Mon May 11 09:15:42 +0000 2020,RT @maiab: I have figured out why people who work at big companies are so much less productive than people who work at startups and it’s be…,0.0,0.0,1.0,0.0,60
360,@Fox,Mon May 11 06:14:34 +0000 2020,"@holman writing like that is okay (I agree with the sentiment &amp; been saying this for ages) but it offers no data, n… https://t.co/sgW6lopf3B",0.0387,0.178,0.721,0.101,61
361,@Fox,Mon May 11 01:45:01 +0000 2020,@KasperWargula I use https://t.co/M5g71J0FVV but I think there are some tools that integrate directly with slack :),0.6124,0.2,0.8,0.0,62
362,@Fox,Sun May 10 06:16:15 +0000 2020,RT @rachelyhe_: “design leaders” who need to rip into junior designers in order to voice a dissenting opinion are not real leaders,0.0,0.0,1.0,0.0,63
363,@Fox,Thu May 07 23:28:57 +0000 2020,RT @jessica_salfia: This poem is called “First lines of emails I’ve received while quarantining.” https://t.co/4keCqPaO63,0.0,0.0,1.0,0.0,64
364,@Fox,Thu May 07 22:48:26 +0000 2020,"@NatDudley well, that is awful. I’m glad she found a much better home. ❤️",0.6124,0.364,0.5,0.136,65
365,@Fox,Thu May 07 22:47:27 +0000 2020,@danrubin I had the same problem with finding refried beans without lard. It’s a thing for sure; takes a bit of loo… https://t.co/olAGrqcj70,-0.1027,0.088,0.808,0.104,66
366,@Fox,Thu May 07 22:45:46 +0000 2020,@NatDudley omg what a cute fluff!,0.5093,0.397,0.603,0.0,67
367,@Fox,Thu May 07 21:51:22 +0000 2020,RT @kosamari: 5G is not gonna make your frontend performance disappear just like LTE and high performance CPU didn't fix it in the past dec…,0.1531,0.091,0.839,0.069,68
368,@Fox,Thu May 07 10:48:35 +0000 2020,„Ordinary life before the pandemic was already a catastrophe of desperation and exclusion for too many human beings… https://t.co/V04bdf3OwT,-0.8625,0.0,0.625,0.375,69
369,@Fox,Thu May 07 09:46:52 +0000 2020,@jongold tips from long-time bagel maker: don’t use baking soda. barley malt syrup changes nothing. bagels need 5 i… https://t.co/mViNXWgrhv,0.0,0.0,1.0,0.0,70
370,@Fox,Thu May 07 02:36:12 +0000 2020,"@TheCodePixi that’s much more convenient! ios hasn’t gotten to that yet, lol",0.4753,0.219,0.781,0.0,71
371,@Fox,Thu May 07 02:34:19 +0000 2020,"@TheCodePixi haha, all good! I use https://t.co/M5g71J0FVV 👍🏻",0.7345,0.382,0.618,0.0,72
372,@Fox,Thu May 07 02:29:06 +0000 2020,"posting self-recorded GIFs is a long-term strategy I used to build team connection with remote co-workers. now, I’m… https://t.co/zNJrbQ8AXE",0.0,0.0,1.0,0.0,73
373,@Fox,Wed May 06 04:52:38 +0000 2020,@anildash same! I definitely evolved the rules as the time passed. but definitely it has prompted thinking and bein… https://t.co/1lpK315ZAe,0.69,0.24,0.76,0.0,74
374,@Fox,Wed May 06 04:46:33 +0000 2020,@anildash they are always the same,0.0,0.0,1.0,0.0,75
375,@Fox,Wed May 06 04:43:13 +0000 2020,"also, to clarify: I RT all underrepresented groups, including PoC and LGBTQIA+. gender ain’t binary, nor it’s the p… https://t.co/y1ZyLdYPU3",0.0,0.0,1.0,0.0,76
376,@Fox,Wed May 06 04:38:43 +0000 2020,here to block all whataboutists and offended white men who will emerge in this thread,-0.5994,0.0,0.726,0.274,77
377,@Fox,Wed May 06 04:37:24 +0000 2020,"@theshawwn thanks but I had enough of white men wisdom in my time, which this is a prime example of 👋🏻",0.8968,0.33,0.67,0.0,78
378,@Fox,Wed May 06 04:35:19 +0000 2020,@Firesphere you can make your own rules. I include PoC and LGBTQIA+.,0.0,0.0,1.0,0.0,79
379,@Fox,Wed May 06 04:15:29 +0000 2020,"noticed someone pointing out that @anildash only retweets women. 

his statement got me to stop RTing men + focus o… https://t.co/1h2LAxCgdA",-0.296,0.0,0.901,0.099,80
380,@Fox,Tue May 05 00:23:41 +0000 2020,@jongold I am genuinely excited by vegetables and teen kaz is screaming ”what is vegetable”. it’s a mood,-0.0516,0.114,0.762,0.124,81
381,@Fox,Mon May 04 10:07:18 +0000 2020,@KaiBrach Thank you so much! It really means a lot to me since it’s my first exercise on executing a brand with ful… https://t.co/XuiBGEaBfz,0.4199,0.108,0.892,0.0,82
382,@Fox,Mon May 04 05:21:23 +0000 2020,"@jongold long live five elephant cheesecake, the best pie ❤️",0.6369,0.296,0.704,0.0,83
383,@Fox,Mon May 04 05:14:12 +0000 2020,@jongold these photos are so beautiful,0.7177,0.5,0.5,0.0,84
384,@Fox,Mon May 04 03:37:03 +0000 2020,While semantics might be useful for greater adoption of web performance it does not solve the inequity problem at a… https://t.co/wljihtJAWm,0.2751,0.202,0.637,0.161,85
385,@Fox,Mon May 04 03:29:38 +0000 2020,"A more understandable name for #webperf can be helpful. 

But what we need is widespread understanding of its impor… https://t.co/5PHzMdte35",0.2263,0.091,0.909,0.0,86
386,@Fox,Mon May 04 02:36:57 +0000 2020,@marekIsOkay 🙌🏻,0.0,0.0,1.0,0.0,87
387,@Fox,Mon May 04 02:36:50 +0000 2020,@imtraptir thank you! ✊🏻,0.4199,0.285,0.715,0.0,88
388,@Fox,Mon May 04 02:36:44 +0000 2020,@jilljubs squee ❤️,0.0,0.0,1.0,0.0,89
389,@Fox,Mon May 04 02:36:37 +0000 2020,@stewartsc thank you! 🙌🏻,0.4199,0.285,0.715,0.0,90
390,@Fox,Mon May 04 00:31:44 +0000 2020,@unRonic @Grammarly I think in general such services are pretty invasive but the caveat that they might store what… https://t.co/WQYsnTeOMg,0.2732,0.1,0.9,0.0,91
391,@Fox,Mon May 04 00:24:35 +0000 2020,"I found @Grammarly really useful, but I can’t allow entertaining the thought they’re storing everything I write whe… https://t.co/x5urt9QRA2",0.8072,0.341,0.659,0.0,92
392,@Fox,Sun May 03 10:05:28 +0000 2020,"“A white identity is a trust fund, and its currency is grievance that is stolen from others.”

—Nesrine Malik",-0.4588,0.129,0.625,0.246,93
393,@Fox,Sat May 02 06:58:00 +0000 2020,RT @NewYorker: Setting reasonable goals during a crisis. https://t.co/QIirBpnuJ7,-0.6249,0.0,0.661,0.339,94
394,@Fox,Sat May 02 06:29:35 +0000 2020,@jongold 🤤,0.0,0.0,1.0,0.0,95
395,@Fox,Sat May 02 03:55:56 +0000 2020,"First time in my tech career of 15 years I’m a shareholder (also, in a profitable company that has no debts to anyo… https://t.co/VDOPxLNrva",0.1779,0.107,0.812,0.081,96
396,@Fox,Sat May 02 01:17:23 +0000 2020,@yesidanderfer thank you! 🤗 keeping it real at my house 🙏🏻,0.68,0.285,0.715,0.0,97
397,@Fox,Fri May 01 23:46:31 +0000 2020,@MikeEsto thank you! 🙇🏻‍♀️,0.4199,0.237,0.763,0.0,98
398,@Fox,Fri May 01 23:39:47 +0000 2020,"@KaiBrach yeah, I was also surprised. I normally don’t answer calls from No Caller ID. the only reason why I did wa… https://t.co/QaQV0VbSoP",0.2263,0.156,0.76,0.084,99
399,@Fox,Fri May 01 23:25:56 +0000 2020,"It also included a free influenza and  rsv virus test, which I also don’t have. Thanks, Aussie healthcare! 😂🙏🏻",0.8553,0.284,0.663,0.052,100
400,@NYTimes,Sun May 24 00:25:07 +0000 2020,"These are not, on the surface, joyful times. Which is why you deserve relief. 

We asked 14 writers what’s bringing… https://t.co/ZikI79VVBo",0.7906,0.269,0.731,0.0,1
401,@NYTimes,Sun May 24 00:00:12 +0000 2020,"Facing a summer with no baseball and no picnics, the makers of the original Coney Island red hot feared the worst.… https://t.co/nml0P07gsK",-0.6486,0.082,0.645,0.272,2
402,@NYTimes,Sat May 23 23:50:03 +0000 2020,“It doesn’t even feel like I live in New York anymore.” Empty streets and days without speaking to anyone are the n… https://t.co/xpycM56vWG,0.1779,0.099,0.83,0.071,3
403,@NYTimes,Sat May 23 23:30:05 +0000 2020,"Carly Rae Jepsen, Phoebe Bridgers, Polo G, Neil Young and more: Here’s your weekend playlist
https://t.co/x3PIgwewwC",0.0,0.0,1.0,0.0,4
404,@NYTimes,Sat May 23 23:00:07 +0000 2020,"A colorful platter of soft, grilled vegetables in a sweet and spicy sauce can be the centerpiece of a light summery… https://t.co/meUArcVVlG",0.4588,0.125,0.875,0.0,5
405,@NYTimes,Sat May 23 22:50:05 +0000 2020,"3 shots were fired in the killing of Ahmaud Arbery. The authorities said Travis McMichael, who with his father and… https://t.co/bWA52irhg8",-0.8402,0.0,0.704,0.296,6
406,@NYTimes,Sat May 23 22:30:09 +0000 2020,A lawsuit involving online erotica raises a new question: can tropes from a fan-generated genre like the Omegaverse… https://t.co/XFdY6mal6X,0.1531,0.117,0.794,0.089,7
407,@NYTimes,Sat May 23 22:20:03 +0000 2020,"Visitors waited in line in 80-degree heat, standing on large blue stickers placed 6 feet apart, to enter the Museum… https://t.co/BjPN5b7tP1",0.0,0.0,1.0,0.0,8
408,@NYTimes,Sat May 23 21:48:14 +0000 2020,"The front page of The New York Times for May 24, 2020 https://t.co/Mp4figjnQe",0.0,0.0,1.0,0.0,9
409,@NYTimes,Sat May 23 21:40:05 +0000 2020,"Tyrannosaurus rex wasn’t a quick runner because of its heft, but its lanky limbs ensured it could amble efficiently… https://t.co/qVjlRK0TMW",0.0,0.0,1.0,0.0,10
410,@NYTimes,Sat May 23 21:30:05 +0000 2020,"Nearly a month after federal scientists claimed that an experimental drug, remdesivir, had helped patients severely… https://t.co/aKwoq9oE7I",0.0,0.0,1.0,0.0,11
411,@NYTimes,Sat May 23 21:20:02 +0000 2020,"Amazon and other companies are planning to test workers for the coronavirus. But there is little federal guidance,… https://t.co/WNk5cdqojZ",0.09,0.07,0.93,0.0,12
412,@NYTimes,Sat May 23 21:00:18 +0000 2020,"Here’s what we know about your chances of catching the virus outdoors, with simple tips from experts for reducing y… https://t.co/nDINjyhcmy",0.2023,0.083,0.917,0.0,13
413,@NYTimes,Sat May 23 20:30:08 +0000 2020,"“People come together, but separate, in cars,” a pastor who leads drive-in church services said. “There is an emoti… https://t.co/KYiZDF4Vff",0.0,0.0,1.0,0.0,14
414,@NYTimes,Sat May 23 20:00:08 +0000 2020,"As the gradual reopening of the U.S. feeds momentum for a return of sports, some athletes must consider their own u… https://t.co/L6HMgPBEs6",0.0,0.0,1.0,0.0,15
415,@NYTimes,Sat May 23 19:51:01 +0000 2020,About 150 firefighters battled a 4-alarm blaze that destroyed a quarter of the structures on Pier 45 in San Francis… https://t.co/6Hg3zLADZH,-0.6597,0.0,0.779,0.221,16
416,@NYTimes,Sat May 23 19:40:03 +0000 2020,"Shootings had dropped sharply in South Jamaica, Queens, after local leaders engineered a cease-fire. Now, the area… https://t.co/q0qyrWOe9Q",0.0,0.0,1.0,0.0,17
